Level,Unit_name,Unit_Description,Content_Type,Content_Name,Unit_Sub_Unit_name,Unit_Sub_Unit_url
Fourth Grade,Unit 11: Plane figures,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines.",Video,Quadrilaterals review,Classifying geometric shapes,https://www.khanacademy.org/math/cc-fourth-grade-math/plane-figures/imp-classifying-geometric-shapes/v/classifying-shapes-examples
Fourth Grade,Unit 11: Plane figures,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines.",Lesson,Classify shapes by line and angle types,Classifying geometric shapes,https://www.khanacademy.org/math/cc-fourth-grade-math/plane-figures/imp-classifying-geometric-shapes/v/classifying-shapes-examples
Fourth Grade,Unit 11: Plane figures,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines.",Video,Intro to reflective symmetry,Line of symmetry,https://www.khanacademy.org/math/cc-fourth-grade-math/plane-figures/imp-line-of-symmetry/v/axis-of-symmetry
Fourth Grade,Unit 11: Plane figures,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines.",Video,Identifying symmetrical figures,Line of symmetry,https://www.khanacademy.org/math/cc-fourth-grade-math/plane-figures/imp-line-of-symmetry/v/axis-of-symmetry
Fourth Grade,Unit 11: Plane figures,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines.",Video,Symmetry review,Line of symmetry,https://www.khanacademy.org/math/cc-fourth-grade-math/plane-figures/imp-line-of-symmetry/v/axis-of-symmetry
Fourth Grade,Unit 11: Plane figures,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines.",Lesson,Identify line symmetry,Line of symmetry,https://www.khanacademy.org/math/cc-fourth-grade-math/plane-figures/imp-line-of-symmetry/v/axis-of-symmetry
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Measuring angles: FAQ,Understanding angle measurement,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-angles-in-circles/a/measuring-angles-faq
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Angle measurement & circle arcs,Understanding angle measurement,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-angles-in-circles/a/measuring-angles-faq
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Measuring angles with a circular protractor,Understanding angle measurement,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-angles-in-circles/a/measuring-angles-faq
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Angles in circles word problem,Understanding angle measurement,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-angles-in-circles/a/measuring-angles-faq
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Angles in circles word problems,Understanding angle measurement,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-angles-in-circles/a/measuring-angles-faq
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Lesson,Angles in circles,Understanding angle measurement,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-angles-in-circles/a/measuring-angles-faq
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Lesson,Benchmark angles,Understanding angle measurement,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-angles-in-circles/a/measuring-angles-faq
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Lesson,Types of angles by measure,Understanding angle measurement,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-angles-in-circles/a/measuring-angles-faq
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Measuring angles in degrees,Measuring angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-measuring-angles/v/measuring-angles-in-degrees
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Measuring angles using a protractor,Measuring angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-measuring-angles/v/measuring-angles-in-degrees
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Measuring angles using a protractor 2,Measuring angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-measuring-angles/v/measuring-angles-in-degrees
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Measuring angles review,Measuring angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-measuring-angles/v/measuring-angles-in-degrees
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Constructing angles,Measuring angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-measuring-angles/v/measuring-angles-in-degrees
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Constructing angles review,Measuring angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-measuring-angles/v/measuring-angles-in-degrees
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Lesson,Measure angles,Measuring angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-measuring-angles/v/measuring-angles-in-degrees
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Lesson,Draw angles,Measuring angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-measuring-angles/v/measuring-angles-in-degrees
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Lesson,Estimate angle measures,Measuring angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-measuring-angles/v/measuring-angles-in-degrees
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Decomposing an angle,Decomposing angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-decomposing-angles/v/decomposing-angles
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Video,Decomposing angles,Decomposing angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-decomposing-angles/v/decomposing-angles
Fourth Grade,Unit 12: Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts.",Lesson,Decompose angles,Decomposing angles,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-geometry-2/imp-decomposing-angles/v/decomposing-angles
Fourth Grade,Unit 13: Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!",Video,Area & perimeter word problem: dog pen,Area and perimeter,https://www.khanacademy.org/math/cc-fourth-grade-math/area-perimeter/imp-area-and-perimeter/v/width-from-perimeter
Fourth Grade,Unit 13: Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!",Video,Area & perimeter word problem: table,Area and perimeter,https://www.khanacademy.org/math/cc-fourth-grade-math/area-perimeter/imp-area-and-perimeter/v/width-from-perimeter
Fourth Grade,Unit 13: Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!",Video,Comparing areas word problem,Area and perimeter,https://www.khanacademy.org/math/cc-fourth-grade-math/area-perimeter/imp-area-and-perimeter/v/width-from-perimeter
Fourth Grade,Unit 13: Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!",Lesson,Area and perimeter situations,Area and perimeter,https://www.khanacademy.org/math/cc-fourth-grade-math/area-perimeter/imp-area-and-perimeter/v/width-from-perimeter
Fourth Grade,Unit 13: Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!",Lesson,Represent rectangle measurements,Area and perimeter,https://www.khanacademy.org/math/cc-fourth-grade-math/area-perimeter/imp-area-and-perimeter/v/width-from-perimeter
Fourth Grade,Unit 13: Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!",Lesson,Area & perimeter of rectangles word problems,Area and perimeter,https://www.khanacademy.org/math/cc-fourth-grade-math/area-perimeter/imp-area-and-perimeter/v/width-from-perimeter
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Units of measurement: FAQ,Estimating mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-mass/a/units-of-measurement-faq
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Metric system: units of weight,Estimating mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-mass/a/units-of-measurement-faq
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Choose pounds or ounces to measure weight,Estimating mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-mass/a/units-of-measurement-faq
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,U.S. customary units: weight,Estimating mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-mass/a/units-of-measurement-faq
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Estimate mass (grams and kilograms),Estimating mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-mass/a/units-of-measurement-faq
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Estimating mass (ounces and pounds),Estimating mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-mass/a/units-of-measurement-faq
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Metric system: units of volume,Estimating volume,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-volume/v/metric-units-of-volume
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,U.S. customary units: fluid volume,Estimating volume,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-volume/v/metric-units-of-volume
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Estimate volume (milliliters and liters),Estimating volume,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-volume/v/metric-units-of-volume
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,"Estimating volume (cups, pints, quarts, and gallons)",Estimating volume,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-volume/v/metric-units-of-volume
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Metric system: units of distance,Estimating length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-length/v/metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,U.S. customary units: distance,Estimating length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-length/v/metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,"Estimating length (mm, cm, m, km)",Estimating length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-length/v/metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,"Estimating length (in, ft, yd, and mi)",Estimating length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-estimating-length/v/metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Finding reasonable unit of measurement example,Time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-time-2/v/unit-sense-example-for-exercise
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Time differences example,Time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-time-2/v/unit-sense-example-for-exercise
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Time word problem: puzzle,Time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-time-2/v/unit-sense-example-for-exercise
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Time word problem: travel time,Time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-time-2/v/unit-sense-example-for-exercise
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,"Estimating time (seconds, minutes, and hours)",Time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-time-2/v/unit-sense-example-for-exercise
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Time differences,Time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-time-2/v/unit-sense-example-for-exercise
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Telling time word problems,Time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-time-2/v/unit-sense-example-for-exercise
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,How to convert kg to mg and T to oz,Converting units of mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-mass/v/converting-weight
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Converting pounds to ounces,Converting units of mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-mass/v/converting-weight
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Metric units of mass review (g and kg),Converting units of mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-mass/v/converting-weight
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,US Customary units of weight review (oz & lb),Converting units of mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-mass/v/converting-weight
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Convert to smaller units (g and kg),Converting units of mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-mass/v/converting-weight
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Convert to smaller units (oz and lb),Converting units of mass,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-mass/v/converting-weight
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Convert liters to milliliters,Converting units of volume,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-volume/v/liters-to-milliliters-examples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Converting US customary units of volume,Converting units of volume,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-volume/v/liters-to-milliliters-examples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Metric units of volume review (L and mL),Converting units of volume,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-volume/v/liters-to-milliliters-examples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,"US Customary units of volume review (c, pt, qt, & gal)",Converting units of volume,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-volume/v/liters-to-milliliters-examples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Convert to smaller units (mL and L),Converting units of volume,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-volume/v/liters-to-milliliters-examples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,"Convert to smaller units (c, pt, qt, & gal)",Converting units of volume,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-volume/v/liters-to-milliliters-examples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Converting metric units of length,Converting units of length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-length/v/converting-metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Converting feet to inches,Converting units of length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-length/v/converting-metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Converting yards into inches,Converting units of length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-length/v/converting-metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,"Metric units of length review (mm, cm, m, & km)",Converting units of length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-length/v/converting-metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,"US Customary units of length review (in, ft, yd, & mi)",Converting units of length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-length/v/converting-metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,"Convert to smaller units (mm, cm, m, & km)",Converting units of length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-length/v/converting-metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,"Convert to smaller units (in, ft, yd, & mi)",Converting units of length,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-length/v/converting-metric-distance
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Converting units of time,Converting units of time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-time/v/time-unit-conversion
