Level,Unit_Name,Content_Type,Content_Name,Unit_Sub_Unit_Name,Unit_Description
Fourth Grade,Unit 11: Plane figures,Video,Classifying shapes by line and angles types,Classifying geometric shapes,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines."
Fourth Grade,Unit 11: Plane figures,Video,Quadrilateral properties,Classifying geometric shapes,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines."
Fourth Grade,Unit 11: Plane figures,Video,Classifying shapes by lines and angles,Classifying geometric shapes,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines."
Fourth Grade,Unit 11: Plane figures,Video,Quadrilaterals review,Classifying geometric shapes,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines."
Fourth Grade,Unit 11: Plane figures,Lesson,Classify shapes by line and angle types,Classifying geometric shapes,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines."
Fourth Grade,Unit 11: Plane figures,Video,Intro to reflective symmetry,Line of symmetry,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines."
Fourth Grade,Unit 11: Plane figures,Video,Identifying symmetrical figures,Line of symmetry,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines."
Fourth Grade,Unit 11: Plane figures,Video,Symmetry review,Line of symmetry,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines."
Fourth Grade,Unit 11: Plane figures,Lesson,Identify line symmetry,Line of symmetry,"In this unit, you'll get to dive into the exciting world of plane figures! You'll learn all about lines, line segments, and rays. You'll even get to experiment with angles and find out how they make shapes look different. Plus, you'll get to explore some cool concepts like parallel and perpendicular lines."
Fourth Grade,Unit 12: Measuring angles,Video,Measuring angles: FAQ,Understanding angle measurement,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Angle measurement & circle arcs,Understanding angle measurement,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Measuring angles with a circular protractor,Understanding angle measurement,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Angles in circles word problem,Understanding angle measurement,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Angles in circles word problems,Understanding angle measurement,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Lesson,Angles in circles,Understanding angle measurement,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Lesson,Benchmark angles,Understanding angle measurement,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Lesson,Types of angles by measure,Understanding angle measurement,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Measuring angles in degrees,Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Measuring angles using a protractor,Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Measuring angles using a protractor 2,Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Measuring angles review,Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Constructing angles,Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Constructing angles review,Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Lesson,Measure angles,Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Lesson,Draw angles,Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Lesson,Estimate angle measures,Measuring angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Decomposing an angle,Decomposing angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Video,Decomposing angles,Decomposing angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 12: Measuring angles,Lesson,Decompose angles,Decomposing angles,"Have you ever wondered how to measure the size of an angle? Get ready to dive into an exciting world of protractors, circles, and benchmark angles! You'll learn all about different types of angles, how to draw them, and even how to break them down into smaller parts."
Fourth Grade,Unit 13: Area and perimeter,Video,Area & perimeter word problem: dog pen,Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!"
Fourth Grade,Unit 13: Area and perimeter,Video,Area & perimeter word problem: table,Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!"
Fourth Grade,Unit 13: Area and perimeter,Video,Comparing areas word problem,Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!"
Fourth Grade,Unit 13: Area and perimeter,Lesson,Area and perimeter situations,Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!"
Fourth Grade,Unit 13: Area and perimeter,Lesson,Represent rectangle measurements,Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!"
Fourth Grade,Unit 13: Area and perimeter,Lesson,Area & perimeter of rectangles word problems,Area and perimeter,"Ready to put your math skills to the test? In this lesson, you'll learn all about area and perimeter! You'll explore how to find the area and perimeter of a rectangle. You'll practice labeling rectangles with given information, and you'll even get to flex your problem-solving muscles with some word problems!"
Fourth Grade,Unit 14: Units of measurement,Video,Units of measurement: FAQ,Estimating mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Metric system: units of weight,Estimating mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Choose pounds or ounces to measure weight,Estimating mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,U.S. customary units: weight,Estimating mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Estimate mass (grams and kilograms),Estimating mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Estimating mass (ounces and pounds),Estimating mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Metric system: units of volume,Estimating volume,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,U.S. customary units: fluid volume,Estimating volume,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Estimate volume (milliliters and liters),Estimating volume,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,"Estimating volume (cups, pints, quarts, and gallons)",Estimating volume,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Metric system: units of distance,Estimating length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,U.S. customary units: distance,Estimating length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,"Estimating length (mm, cm, m, km)",Estimating length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,"Estimating length (in, ft, yd, and mi)",Estimating length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Finding reasonable unit of measurement example,Time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Time differences example,Time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Time word problem: puzzle,Time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Time word problem: travel time,Time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,"Estimating time (seconds, minutes, and hours)",Time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Time differences,Time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Telling time word problems,Time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,How to convert kg to mg and T to oz,Converting units of mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Converting pounds to ounces,Converting units of mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Metric units of mass review (g and kg),Converting units of mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,US Customary units of weight review (oz & lb),Converting units of mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Convert to smaller units (g and kg),Converting units of mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Convert to smaller units (oz and lb),Converting units of mass,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Convert liters to milliliters,Converting units of volume,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Converting US customary units of volume,Converting units of volume,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Metric units of volume review (L and mL),Converting units of volume,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,"US Customary units of volume review (c, pt, qt, & gal)",Converting units of volume,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Convert to smaller units (mL and L),Converting units of volume,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,"Convert to smaller units (c, pt, qt, & gal)",Converting units of volume,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Converting metric units of length,Converting units of length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Converting feet to inches,Converting units of length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Converting yards into inches,Converting units of length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,"Metric units of length review (mm, cm, m, & km)",Converting units of length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,"US Customary units of length review (in, ft, yd, & mi)",Converting units of length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,"Convert to smaller units (mm, cm, m, & km)",Converting units of length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,"Convert to smaller units (in, ft, yd, & mi)",Converting units of length,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Converting units of time,Converting units of time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Time word problem: travel time,Converting units of time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Time word problem: Susan's break,Converting units of time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,"Converting units of time review (seconds, minutes, & hours)",Converting units of time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,"Convert to smaller units (sec, min, & hr)",Converting units of time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Time conversion word problems,Converting units of time,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Word problem: making change,Money word problems,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Currency conversion word problem,Money word problems,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Convert money word problems,Money word problems,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Multi-step unit conversion examples (metric),Conversion word problems,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Video,Multi-step unit conversion examples (U.S. Customary),Conversion word problems,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,Metric conversions word problems,Conversion word problems,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fourth Grade,Unit 14: Units of measurement,Lesson,US customary conversion word problems,Conversion word problems,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length."
Fifth Grade,Unit 1: Decimal place value,Video,Place value with decimals,Decimal place value intro,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Decimal place value review,Decimal place value intro,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Place value names,Decimal place value intro,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Value of a digit,Decimal place value intro,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Thousandths on the number line,Decimals on the number line,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Decimals on the number line: thousandths,Decimals on the number line,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Write decimals in expanded form,Decimals in expanded form,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Decimals in expanded form review,Decimals in expanded form,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Decimals in expanded form,Decimals in expanded form,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Decimals in written form (hundredths),Decimals in written form,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Decimals in written form (thousandths),Decimals in written form,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Decimals in written form review,Decimals in written form,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Decimals in written form,Decimals in written form,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Expressing decimals in multiple forms,Decimals in different forms,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Visual understanding of regrouping decimals,Decimals in different forms,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Regrouping with decimals,Decimals in different forms,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Regrouping with decimals: 21.3,Decimals in different forms,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Regroup decimals,Decimals in different forms,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Comparing decimals: 9.97 and 9.798,Comparing decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Comparing decimals: 156.378 and 156.348,Comparing decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Ordering decimals,Comparing decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
